time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-03-26T09:51:22.799Z,62.547,-151.1223,68.9,1.7,ml,,,,0.55,ak,ak0203ydvq5x,2020-03-26T10:03:52.635Z,"57km WNW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-03-26T09:50:49.179Z,39.1143,-119.7354,5.5,-0.3,ml,5,133.88,0.045,0.1295,nn,nn00720452,2020-03-27T02:11:20.459Z,"5km NE of Indian Hills, Nevada",earthquake,,6.9,0,1,reviewed,nn,nn
2020-03-26T09:42:44.780Z,36.9611667,-120.8245,8.71,1.94,md,50,173,0.08929,0.14,nc,nc73359655,2020-03-27T08:53:03.311Z,"11km SSE of Los Banos, CA",earthquake,0.44,0.41,0.245,50,reviewed,nc,nc
2020-03-26T09:39:26.016Z,39.1118,-119.7279,10.6,-0.1,ml,4,155.59,0.102,0.0761,nn,nn00720472,2020-03-27T02:11:47.131Z,"5km ENE of Indian Hills, Nevada",earthquake,,6.1,0,1,reviewed,nn,nn
2020-03-26T09:37:24.939Z,62.0613,-150.7235,56.1,1.8,ml,,,,0.46,ak,ak0203ydsqci,2020-03-26T09:51:08.889Z,"43km SW of Talkeetna, Alaska",earthquake,,2.1,,,automatic,ak,ak
2020-03-26T09:35:34.960Z,37.3481,-114.3738,4.8,1.5,ml,12,74.55,0.409,0.2121,nn,nn00720390,2020-03-27T02:09:55.975Z,"32km SSE of Caliente, Nevada",earthquake,,2.2,0.24,8,reviewed,nn,nn
2020-03-26T09:34:14.850Z,35.838,-117.6325,9.16,0.46,ml,11,114,0.03608,0.12,ci,ci39116303,2020-03-26T15:38:34.947Z,"22km WNW of Searles Valley, CA",earthquake,0.31,0.54,0.166,4,reviewed,ci,ci
2020-03-26T09:25:54.461Z,61.4389,-150.1229,29,1.1,ml,,,,0.45,ak,ak0203ydq80m,2020-03-26T09:28:34.108Z,"12km SW of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-03-26T09:24:18.320Z,19.2186667,-155.4398333,36.02,1.76,md,47,122,0.04417,0.11,hv,hv71445652,2020-03-27T00:48:29.340Z,"4km ENE of Pahala, Hawaii",earthquake,0.47,0.62,0.042,21,reviewed,hv,hv
2020-03-26T09:14:08.797Z,63.5075,-148.7493,3.9,1.3,ml,,,,0.61,ak,ak0203ydnrib,2020-03-26T09:17:21.916Z,"16km NE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-26T09:13:55.466Z,39.5719,-119.08,6.1,1.3,ml,14,148.84,0.273,0.1388,nn,nn00720388,2020-03-27T02:09:48.611Z,"15km ESE of Fernley, Nevada",earthquake,,4.2,0.12,8,reviewed,nn,nn
2020-03-26T09:04:52.269Z,61.4687,-140.6087,0,1.7,ml,,,,0.67,ak,ak0203ydlpsv,2020-03-26T09:17:21.439Z,"185km WNW of Haines Junction, Canada",earthquake,,0.5,,,automatic,ak,ak
2020-03-26T09:02:48.490Z,58.2881667,-154.974,3.51,-0.66,ml,6,201,0.04781,0.1,av,av70880939,2020-03-27T19:08:37.850Z,"102km NW of Larsen Bay, Alaska",earthquake,1.23,0.8,0.237,5,reviewed,av,av
2020-03-26T09:02:35.750Z,33.5816667,-116.8103333,5.59,0.22,ml,15,72,0.04041,0.11,ci,ci39116295,2020-03-26T14:38:36.145Z,"13km WNW of Anza, CA",earthquake,0.22,0.51,0.032,2,reviewed,ci,ci
2020-03-26T08:58:40.570Z,40.7223333,-112.0808333,10.52,1.06,md,13,60,0.03119,0.15,uu,uu60370297,2020-03-26T13:25:26.120Z,"2km NE of Magna, Utah",earthquake,0.47,1.21,0.173,5,reviewed,uu,uu
2020-03-26T08:58:22.620Z,33.3688333,-116.3983333,10.77,1.14,ml,29,52,0.07454,0.22,ci,ci39116287,2020-03-26T13:16:56.054Z,"13km N of Borrego Springs, CA",earthquake,0.35,0.79,0.16,22,reviewed,ci,ci
2020-03-26T08:58:08.300Z,40.7543333,-112.0746667,8.73,0.43,md,8,112,0.002825,0.11,uu,uu60370302,2020-03-26T21:52:33.990Z,"5km NNE of Magna, Utah",earthquake,0.49,1.19,0.148,3,reviewed,uu,uu
2020-03-26T08:53:24.730Z,19.2336674,-155.3995056,32.1,2.14,md,50,140,0.00426,0.11,hv,hv71445627,2020-03-26T08:56:44.250Z,"9km ENE of Pahala, Hawaii",earthquake,0.55,0.65,0.13,23,automatic,hv,hv
2020-03-26T08:52:42.112Z,31.6939,-103.9912,8.41,3.8,mwr,,44,0.243,0.73,us,us70008gas,2020-03-28T13:28:56.939Z,"37km W of Mentone, Texas",earthquake,2.6,7.3,0.048,41,reviewed,us,us
2020-03-26T08:47:37.400Z,39.5719,-119.0785,4.1,0.5,ml,4,330.05,0.274,0.0704,nn,nn00720449,2020-03-27T02:11:06.791Z,"15km ESE of Fernley, Nevada",earthquake,,15.8,0.14,2,reviewed,nn,nn
2020-03-26T08:40:32.195Z,63.3466,-145.0835,7.6,1.3,ml,,,,0.7,ak,ak0203yd7yff,2020-03-26T08:47:54.253Z,"58km S of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-26T08:40:31.910Z,40.7328333,-112.0631667,5.8,0.46,md,8,104,0.02359,0.11,uu,uu60370287,2020-03-26T21:49:26.790Z,"4km NE of Magna, Utah",earthquake,0.4,0.89,0.443,3,reviewed,uu,uu
2020-03-26T08:40:20.633Z,59.5964,-153.0036,106.7,1.6,ml,,,,0.08,ak,ak0203yd7xjj,2020-03-26T08:43:02.615Z,"69km WSW of Anchor Point, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-03-26T08:30:59.690Z,52.0433333,-176.0666667,7.37,-0.56,ml,4,139,0.005313,0.23,av,av70880934,2020-03-27T19:02:34.490Z,"44km ENE of Adak, Alaska",earthquake,1.4,1.59,0.126,4,reviewed,av,av
2020-03-26T08:29:42.230Z,34.2406667,-118.4926667,13.83,1.11,ml,29,47,0.04266,0.17,ci,ci39116279,2020-03-26T15:06:03.940Z,"4km SSE of Granada Hills, CA",earthquake,0.28,0.46,0.103,14,reviewed,ci,ci
2020-03-26T08:28:09.180Z,35.6431667,-117.5303333,1.46,1.38,ml,14,142,0.1794,0.13,ci,ci39116271,2020-03-26T08:31:52.548Z,"13km E of Ridgecrest, CA",earthquake,0.32,0.41,0.115,20,automatic,ci,ci
2020-03-26T08:26:36.080Z,35.9293333,-84.4101667,16.8,2.02,md,6,273,0.2115,0.07,se,se60102923,2020-03-26T12:31:41.030Z,"10km ENE of Kingston, Tennessee",earthquake,0.87,1.33,0.052,5,reviewed,se,se
2020-03-26T08:21:57.760Z,52.0745,-176.1218333,3.26,-0.73,ml,4,126,0.02504,0.09,av,av70880929,2020-03-27T18:58:01.950Z,"42km ENE of Adak, Alaska",earthquake,0.47,1.1,0.164,4,reviewed,av,av
2020-03-26T08:19:14.110Z,38.7891655,-122.7631683,2.23,0.76,md,13,95,0.01975,0.03,nc,nc73359650,2020-03-26T08:43:05.774Z,"1km NNW of The Geysers, CA",earthquake,0.32,0.78,0.14,3,automatic,nc,nc
2020-03-26T08:15:13.064Z,39.1152,-119.7308,7.8,0.4,ml,5,133.25,0.044,0.0751,nn,nn00720447,2020-03-27T02:11:00.916Z,"5km NE of Indian Hills, Nevada",earthquake,,4.6,0.16,2,reviewed,nn,nn
2020-03-26T08:13:42.550Z,35.5955,-117.3935,6.66,3.04,ml,42,71,0.07425,0.12,ci,ci39116263,2020-03-27T19:36:14.900Z,"19km S of Trona, CA",earthquake,0.13,0.46,0.177,86,reviewed,ci,ci
2020-03-26T08:11:07.865Z,59.7852,-152.2222,121.3,1.4,ml,,,,0.37,ak,ak0203yd1osy,2020-03-26T08:16:17.444Z,"21km W of Anchor Point, Alaska",earthquake,,6.6,,,automatic,ak,ak
2020-03-26T08:10:23.690Z,17.9478,-67.0851,11,2.49,md,15,273,0.0462,0.19,pr,pr2020086013,2020-03-26T09:07:27.761Z,"5km SW of La Parguera, Puerto Rico",earthquake,0.82,0.29,0.37,12,reviewed,pr,pr
2020-03-26T08:03:42.139Z,38.7807,70.9242,10,4.4,mb,,60,0.98,0.93,us,us70008g9y,2020-03-26T08:21:57.040Z,"55km ESE of Gharm, Tajikistan",earthquake,5.1,1.6,0.103,27,reviewed,us,us
2020-03-26T08:00:34.148Z,37.4328,-115.524,9,1.4,ml,22,73.1,0.276,0.1645,nn,nn00720379,2020-03-27T02:09:42.997Z,"32km WNW of Alamo, Nevada",earthquake,,15.2,0.27,11,reviewed,nn,nn
2020-03-26T08:00:11.510Z,46.8626667,-112.458,16.11,1.05,ml,11,102,0.144,0.1,mb,mb80386684,2020-03-26T15:08:35.510Z,"19km ESE of Lincoln, Montana",earthquake,0.41,0.42,0.003,2,reviewed,mb,mb
2020-03-26T07:59:08.640Z,37.5923333,-118.844,-0.01,0.42,md,10,182,0.01205,0.04,nc,nc73359630,2020-03-26T17:43:09.432Z,"13km ESE of Mammoth Lakes, CA",earthquake,0.36,0.38,0.241,9,reviewed,nc,nc
2020-03-26T07:57:59.610Z,46.204,-122.199333333333,-1.76,0.05,ml,8,85,,0.15,uw,uw61592551,2020-03-26T18:13:19.000Z,"37km NNE of Amboy, Washington",earthquake,0.33,11.7,0.160070351871467,2,reviewed,uw,uw
2020-03-26T07:56:43.770Z,43.7791666666667,-121.194,13.3,-0.17,ml,7,237,,0.19,uw,uw61592546,2020-03-26T18:04:57.870Z,"22km ESE of Three Rivers, Oregon",earthquake,1.86,1.06,0.0290716542381673,3,reviewed,uw,uw
2020-03-26T07:44:03.680Z,35.877,-117.6853333,6.81,0.89,ml,16,81,0.07623,0.17,ci,ci39116247,2020-03-26T17:10:28.080Z,"21km ESE of Little Lake, CA",earthquake,0.25,0.64,0.226,7,reviewed,ci,ci
2020-03-26T07:38:30.387Z,37.3242,20.4108,10,4.6,mb,,78,1.217,0.93,us,us70008g9q,2020-03-26T07:53:22.040Z,"57km SW of Mouzaki, Greece",earthquake,6.9,1.9,0.097,32,reviewed,us,us
2020-03-26T07:35:23.689Z,62.8983,-150.8509,97.5,1.9,ml,,,,0.53,ak,ak0203yclflr,2020-03-26T07:48:11.725Z,"74km NNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-03-26T07:19:21.600Z,35.8715,-117.701,2,1.07,ml,14,72,0.08148,0.22,ci,ci39116231,2020-03-26T07:23:09.965Z,"20km ESE of Little Lake, CA",earthquake,0.41,0.59,0.213,13,automatic,ci,ci
2020-03-26T07:16:59.342Z,49.7204,154.3547,146.83,4.7,mb,,162,8.204,0.66,us,us70008g9i,2020-03-26T07:38:51.040Z,"165km SW of Severo-Kuril'sk, Russia",earthquake,13.3,9.5,0.068,66,reviewed,us,us
2020-03-26T07:16:43.600Z,35.871,-117.688,3.42,1.38,ml,19,79,0.08259,0.21,ci,ci39116223,2020-03-26T07:20:24.597Z,"21km ESE of Little Lake, CA",earthquake,0.32,0.96,0.171,20,automatic,ci,ci
2020-03-26T07:15:49.020Z,62.0542,-150.1255,29.6,1.9,ml,,,,0.49,ak,ak0203ych78u,2020-03-26T07:20:03.605Z,"18km SW of Y, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-26T07:15:16.294Z,61.3829,-141.0953,0,1.9,ml,,,,0.82,ak,ak0203ych4p9,2020-03-26T07:27:45.946Z,"163km NNE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-03-26T07:14:32.580Z,35.8898333,-117.6826667,6.25,1.42,ml,20,81,0.0636,0.15,ci,ci39116215,2020-03-26T07:18:08.576Z,"21km ESE of Little Lake, CA",earthquake,0.24,0.7,0.161,22,automatic,ci,ci
2020-03-26T07:13:19.850Z,35.955,-117.365,-0.07,0.98,ml,16,92,0.09209,0.2,ci,ci39116207,2020-03-26T17:18:28.773Z,"21km N of Searles Valley, CA",earthquake,0.32,0.59,0.116,8,reviewed,ci,ci
2020-03-26T07:12:45.401Z,5.3662,127.5122,46.22,4.8,mb,,118,2.56,0.74,us,us70008g9c,2020-03-26T15:58:02.974Z,"184km SE of Pondaguitan, Philippines",earthquake,9.1,8.4,0.139,16,reviewed,us,us
2020-03-26T07:09:26.653Z,35.9434,5.7988,10,5,mww,,66,4.127,0.92,us,us70008g9a,2020-03-28T20:25:02.040Z,"25km SSE of El Eulma, Algeria",earthquake,8.1,1.9,0.08,15,reviewed,us,us
2020-03-26T07:00:38.460Z,47.0288333333333,-122.1225,9.85,0.92,ml,14,150,,0.1,uw,uw61592541,2020-03-26T15:37:44.470Z,"9km SE of Orting, Washington",earthquake,0.29,0.64,0.225377309233118,5,reviewed,uw,uw
2020-03-26T06:58:40.340Z,38.7919998,-122.7330017,2.1,0.98,md,15,93,0.009221,0.01,nc,nc73359625,2020-03-26T07:34:03.466Z,"3km NE of The Geysers, CA",earthquake,0.27,0.58,0.07,4,automatic,nc,nc
2020-03-26T06:50:50.380Z,40.7226667,-112.0775,9.33,0.37,md,11,75,0.0308,0.16,uu,uu60370282,2020-03-26T21:45:48.720Z,"2km NE of Magna, Utah",earthquake,0.61,1.22,0.492,3,reviewed,uu,uu
2020-03-26T06:49:22.041Z,-3.0543,138.997,73.45,4.8,mb,,55,6.74,0.96,us,us70008g96,2020-03-26T07:12:43.040Z,"182km WSW of Abepura, Indonesia",earthquake,8.9,7.1,0.067,69,reviewed,us,us
2020-03-26T06:47:33.660Z,38.8073349,-122.8209991,2.17,1.15,md,30,65,0.006571,0.03,nc,nc73359620,2020-03-26T07:23:02.409Z,"6km WNW of The Geysers, CA",earthquake,0.19,0.32,0.07,5,automatic,nc,nc
2020-03-26T06:40:05.772Z,39.2973,-120.3727,6.9,-0.3,ml,6,215.2,0.026,0.1,nn,nn00720445,2020-03-27T02:10:56.939Z,"16km WSW of Truckee, California",earthquake,,1.5,0.25,2,reviewed,nn,nn
2020-03-26T06:38:41.590Z,35.8763333,-117.6875,10.51,1.07,ml,14,80,0.07751,0.15,ci,ci39116199,2020-03-26T13:17:56.136Z,"21km ESE of Little Lake, CA",earthquake,0.38,0.74,0.237,12,reviewed,ci,ci
2020-03-26T06:21:23.380Z,17.9743,-66.9546,9,2.55,md,17,177,0.0754,0.22,pr,pr2020086012,2020-03-26T08:27:11.478Z,"4km W of Guanica, Puerto Rico",earthquake,0.48,0.83,0.45,13,reviewed,pr,pr
2020-03-26T06:14:08.930Z,18.0363,-66.7625,16,2.61,md,20,75,0.1318,0.16,pr,pr2020086011,2020-03-26T08:26:51.294Z,"2km NNE of Magas Arriba, Puerto Rico",earthquake,0.37,0.52,0.33,17,reviewed,pr,pr
2020-03-26T06:13:14.320Z,19.3426666,-155.1401672,4.34,1.74,md,41,115,0.04422,0.22,hv,hv71445562,2020-03-26T06:16:28.060Z,"14km SE of Volcano, Hawaii",earthquake,0.51,1.17,0.27,15,automatic,hv,hv
2020-03-26T06:12:56.590Z,38.793499,-122.768837,2.55,0.59,md,12,75,0.01007,0.02,nc,nc73359610,2020-03-26T06:38:02.515Z,"2km NNW of The Geysers, CA",earthquake,0.32,0.74,0.12,3,automatic,nc,nc
2020-03-26T06:12:00.849Z,61.4865,-149.9688,32.2,1.3,ml,,,,0.57,ak,ak0203ybv0r2,2020-03-26T06:15:51.908Z,"3km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-26T06:08:29.833Z,39.1172,-119.7342,7.9,0.6,ml,12,131.63,0.027,0.1635,nn,nn00720442,2020-03-27T02:10:50.632Z,"5km SSE of Carson City, Nevada",earthquake,,1.3,0.33,5,reviewed,nn,nn
2020-03-26T06:04:36.290Z,35.9643333,-117.3856667,-0.05,1.33,ml,17,80,0.1776,0.15,ci,ci39116191,2020-03-26T13:18:15.506Z,"22km N of Searles Valley, CA",earthquake,0.34,31.61,0.156,16,reviewed,ci,ci
2020-03-26T05:58:34.928Z,-19.935,-11.7917,10,5.1,mb,,110,27.31,0.81,us,us70008g8q,2020-03-26T06:17:14.040Z,"Southern Mid-Atlantic Ridge",earthquake,16,1.9,0.124,21,reviewed,us,us
2020-03-26T05:52:48.588Z,22.7122,143.2054,105.11,5.4,mww,,42,4.461,1.12,us,us70008g8i,2020-03-27T05:56:16.243Z,"297km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,7.5,4.1,0.078,16,reviewed,us,us
2020-03-26T05:48:00.290Z,19.6781667,-156.1065,28.56,1.94,md,19,290,0.08787,0.14,hv,hv71445542,2020-03-26T22:15:26.070Z,"12km WNW of Kailua-Kona, Hawaii",earthquake,1.04,1.28,0.052,7,reviewed,hv,hv
2020-03-26T05:39:33.780Z,17.8821,-66.881,12,2.78,md,18,247,0.093,0.2,pr,pr2020086010,2020-03-26T07:19:29.100Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.79,0.53,0.27,14,reviewed,pr,pr
2020-03-26T05:39:21.030Z,38.4538,44.395,10,4.4,mb,,52,1.059,0.67,us,us70008g8b,2020-03-26T06:43:14.040Z,"28km SE of Saray, Turkey",earthquake,6.2,1.9,0.081,44,reviewed,us,us
2020-03-26T05:32:02.920Z,54.1305,-165.9486667,2.99,-0.33,ml,8,107,0.0318,0.26,av,av70880904,2020-03-27T18:13:42.920Z,"11km W of Akutan, Alaska",earthquake,0.33,0.69,0.166,7,reviewed,av,av
2020-03-26T05:26:05.201Z,59.5319,-152.4021,76.4,1.5,ml,,,,0.23,ak,ak0203ybclig,2020-03-26T05:28:30.993Z,"42km SW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-03-26T05:22:07.253Z,48.8459,157.8373,10,4.6,mb,,136,4.214,0.75,us,us70008g85,2020-03-26T05:52:45.040Z,"238km SSE of Severo-Kuril'sk, Russia",earthquake,9.7,1.9,0.05,120,reviewed,us,us
2020-03-26T05:17:32.224Z,39.1191,-119.7292,8,0.6,ml,5,130.25,0.04,0.0802,nn,nn00720439,2020-03-27T02:10:38.918Z,"5km SSE of Carson City, Nevada",earthquake,,2.3,0.06,2,reviewed,nn,nn
2020-03-26T05:12:59.450Z,17.9881,-67.0046,5,2.3,md,12,148,0.0438,0.15,pr,pr2020086009,2020-03-26T05:33:43.571Z,"4km ENE of La Parguera, Puerto Rico",earthquake,0.43,0.3,0.2,11,reviewed,pr,pr
2020-03-26T05:08:54.560Z,36.0031667,-117.7985,1.67,0.98,ml,9,71,0.02228,0.1,ci,ci39116183,2020-03-26T13:18:13.385Z,"12km NE of Little Lake, CA",earthquake,0.24,0.28,0.311,12,reviewed,ci,ci
2020-03-26T04:51:09.560Z,54.1501667,-166.0145,4.17,-0.02,ml,5,91,0.01594,0.15,av,av70880894,2020-03-27T17:48:01.280Z,"15km W of Akutan, Alaska",earthquake,0.44,0.91,0.422,5,reviewed,av,av
2020-03-26T04:44:31.504Z,40.7726,70.5089,10,5,mb,,43,0.752,0.98,us,us70008g7s,2020-03-26T14:27:12.997Z,"17km NE of Asht, Tajikistan",earthquake,5,1.8,0.047,145,reviewed,us,us
2020-03-26T04:42:38.694Z,63.3538,-145.0726,6.6,1.7,ml,,,,0.98,ak,ak0203yaunyq,2020-03-26T04:47:13.628Z,"58km S of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-26T04:39:12.602Z,39.123,-119.7249,8.7,0.5,ml,5,127.23,0.035,0.164,nn,nn00720438,2020-03-27T02:10:36.459Z,"5km SE of Carson City, Nevada",earthquake,,5.4,0.35,2,reviewed,nn,nn
2020-03-26T04:38:19.810Z,54.1501667,-166.0145,4.23,-0.39,ml,6,77,0.01594,0.14,av,av70880864,2020-03-27T17:31:51.280Z,"15km W of Akutan, Alaska",earthquake,0.38,0.85,0.311,5,reviewed,av,av
2020-03-26T04:37:48.410Z,19.3956667,-155.2855,0.33,2.15,ml,23,45,0.009764,0.1,hv,hv71445472,2020-03-26T21:58:05.500Z,"6km SW of Volcano, Hawaii",earthquake,0.11,0.14,0.161,16,reviewed,hv,hv
2020-03-26T04:34:31.850Z,52.0368333,-176.1123333,-0.52,-0.63,ml,4,151,0.02787,0.11,av,av70880889,2020-03-27T17:44:29.130Z,"41km ENE of Adak, Alaska",earthquake,0.24,0.39,0.11,4,reviewed,av,av
2020-03-26T04:34:03.910Z,52.0601667,-176.126,2.05,-0.59,ml,5,95,0.01392,0.07,av,av70880879,2020-03-27T17:38:56.210Z,"41km ENE of Adak, Alaska",earthquake,0.32,0.61,0.225,5,reviewed,av,av
2020-03-26T04:32:08.910Z,40.7328333,-112.069,9.87,0.69,md,13,78,0.02179,0.11,uu,uu60370267,2020-03-26T13:22:50.740Z,"3km NE of Magna, Utah",earthquake,0.42,0.75,0.336,6,reviewed,uu,uu
2020-03-26T04:31:28.240Z,52.0416667,-176.0588333,6.6,-0.23,ml,5,216,0.0005448,0.23,av,av70880874,2020-03-27T17:35:54.280Z,"44km ENE of Adak, Alaska",earthquake,1.21,0.97,0.129,5,reviewed,av,av
2020-03-26T04:27:32.100Z,33.218,-116.7396667,11.76,0.88,ml,29,44,0.02403,0.12,ci,ci39116175,2020-03-26T13:18:40.780Z,"3km SE of Lake Henshaw, CA",earthquake,0.21,0.43,0.181,20,reviewed,ci,ci
2020-03-26T04:26:37.294Z,-8.9062,-108.6371,10,4.6,mb,,110,28.12,0.57,us,us70008g7m,2020-03-26T05:24:07.040Z,"Central East Pacific Rise",earthquake,14.7,1.9,0.054,102,reviewed,us,us
2020-03-26T04:25:39.120Z,34.4656667,-117.9708333,8.41,0.49,ml,9,95,0.021,0.1,ci,ci39116167,2020-03-26T14:31:47.733Z,"6km S of Littlerock, CA",earthquake,0.3,0.47,0.191,3,reviewed,ci,ci
2020-03-26T04:23:47.680Z,34.106,-118.0586667,15.22,0.93,ml,17,76,0.05679,0.09,ci,ci39116159,2020-03-26T15:27:30.051Z,"0km SSW of Temple City, CA",earthquake,0.21,0.38,0.111,6,reviewed,ci,ci
2020-03-26T04:18:52.490Z,45.8548333,-111.3506667,4.17,0.29,ml,5,200,0.311,0.15,mb,mb80386669,2020-03-26T14:39:58.190Z,"1km W of Manhattan, Montana",earthquake,2.94,10.91,,0,reviewed,mb,mb
2020-03-26T04:12:39.082Z,61.7073,-149.8775,26.4,1.2,ml,,,,0.55,ak,ak0203yao8i8,2020-03-26T04:17:17.917Z,"9km ESE of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-03-26T04:05:27.790Z,48.2603333333333,-124.682666666667,13.24,2.25,ml,17,168,,0.34,uw,uw61592516,2020-03-26T18:24:36.930Z,"12km SSW of Neah Bay, Washington",earthquake,0.96,1,0.118409000736709,13,reviewed,uw,uw
2020-03-26T04:02:17.730Z,52.0496667,-176.0628333,8,-0.48,ml,4,158,0.00808,0.2,av,av70880869,2020-03-27T17:33:52.780Z,"45km ENE of Adak, Alaska",earthquake,1.12,1.13,0.159,4,reviewed,av,av
2020-03-26T03:54:22.080Z,48.2551666666667,-124.654666666667,11.03,2.16,ml,17,163,,0.48,uw,uw61592506,2020-03-26T18:48:50.140Z,"12km S of Neah Bay, Washington",earthquake,1.01,1.4,0.119009291699887,13,reviewed,uw,uw
2020-03-26T03:53:06.520Z,44.9056667,-111.605,14.22,0.83,ml,7,266,0.145,0.24,mb,mb80386674,2020-03-26T14:51:48.530Z,"46km SSW of Big Sky, Montana",earthquake,2.78,1.85,0.048,2,reviewed,mb,mb
2020-03-26T03:52:38.020Z,35.7253333,-117.538,10.27,1.02,ml,25,78,0.1024,0.17,ci,ci39116151,2020-03-26T17:06:09.702Z,"13km WSW of Searles Valley, CA",earthquake,0.24,0.58,0.147,14,reviewed,ci,ci
2020-03-26T03:52:13.960Z,17.9836,-66.9806,11,3.08,md,20,162,0.0652,0.21,pr,pr2020086007,2020-03-26T11:54:45.033Z,"6km W of Fuig, Puerto Rico",earthquake,0.44,0.52,0.4,19,reviewed,pr,pr
2020-03-26T03:50:48.650Z,61.6117,-149.6793,13.7,1.5,ml,,,,0.75,ak,ak0203yaaywh,2020-03-26T04:03:54.867Z,"4km WSW of Meadow Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-26T03:42:24.914Z,45.2816,-70.7299,5,2.2,ml,,62,0.153,0.3,us,us70008g73,2020-03-26T03:56:54.040Z,"35km SSE of Lac-Megantic, Canada",earthquake,2.6,1.9,0.105,12,reviewed,us,us
2020-03-26T03:38:50.250Z,36.1423333,-80.0851667,2.01,1.82,md,12,86,0.3158,0.36,se,se60102928,2020-03-26T17:35:50.282Z,"2km NNW of Kernersville, North Carolina",earthquake,1.1,5.39,0.061,8,reviewed,se,se
2020-03-26T03:38:01.070Z,35.386,-118.8478333,9.37,1.06,ml,14,80,0.06592,0.16,ci,ci39116135,2020-03-26T20:37:21.097Z,"15km NNE of Lamont, CA",earthquake,0.3,0.93,0.27,6,reviewed,ci,ci
2020-03-26T03:37:54.526Z,63.096,-151.538,0.2,1.7,ml,,,,1.34,ak,ak0203ya86zg,2020-03-26T03:41:30.571Z,"112km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-26T03:31:31.020Z,19.0568,-67.7381,4,3.21,md,18,196,0.7205,0.45,pr,pr2020086008,2020-03-26T11:34:08.954Z,"90km NW of San Antonio, Puerto Rico",earthquake,3.23,3.42,0.19,10,reviewed,pr,pr
2020-03-26T03:21:47.610Z,40.7548333,-112.0683333,9.42,0.39,md,11,90,0.007627,0.09,uu,uu60370262,2020-03-26T13:17:36.660Z,"5km NNE of Magna, Utah",earthquake,0.69,0.74,0.233,4,reviewed,uu,uu
2020-03-26T03:21:30.043Z,62.4753,-149.3146,6.6,1.4,ml,,,,0.55,ak,ak0203ya4pgp,2020-03-26T03:24:47.487Z,"44km NE of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-03-26T03:20:07.950Z,17.939,-66.8408,12,2.83,md,17,192,0.0527,0.2,pr,pr2020086006,2020-03-26T04:18:30.831Z,"6km SSW of Indios, Puerto Rico",earthquake,0.76,0.45,0.24,14,reviewed,pr,pr
2020-03-26T03:18:36.991Z,39.1168,-119.7327,9.6,-0.1,ml,4,131.99,0.042,0.1282,nn,nn00720470,2020-03-27T02:11:41.830Z,"5km NE of Indian Hills, Nevada",earthquake,,6.8,0,1,reviewed,nn,nn
2020-03-26T03:16:10.340Z,35.8375,-117.6546667,7.23,0.91,ml,15,92,0.05127,0.16,ci,ci39116119,2020-03-26T20:26:21.778Z,"24km WNW of Searles Valley, CA",earthquake,0.26,0.69,0.195,9,reviewed,ci,ci
2020-03-26T03:09:52.570Z,35.6666667,-117.4668333,10.52,1.18,ml,11,168,0.1642,0.17,ci,ci39116111,2020-03-26T03:13:32.765Z,"13km SSW of Searles Valley, CA",earthquake,0.53,1.13,0.199,13,automatic,ci,ci
2020-03-26T03:08:54.840Z,39.3995,-110.2756667,-3.41,2,ml,14,190,0.0455,0.21,uu,uu60370257,2020-03-26T13:29:07.050Z,"20km SE of East Carbon City, Utah",earthquake,1.04,2.16,0.205,3,reviewed,uu,uu
2020-03-26T03:06:46.940Z,46.8536666666667,-121.755,1.41,0.03,ml,10,83,,0.06,uw,uw61592486,2020-03-26T18:34:35.720Z,"28km NNW of Packwood, Washington",earthquake,0.4,0.47,0.163719194807527,5,reviewed,uw,uw
2020-03-26T03:02:21.310Z,35.8366667,-117.6563333,7.35,1.24,ml,22,89,0.05217,0.17,ci,ci39116095,2020-03-26T20:31:39.076Z,"24km WNW of Searles Valley, CA",earthquake,0.24,0.65,0.184,20,reviewed,ci,ci
